גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"פסגות בית השקעות בע""מ",פסגות גמל בטא סגנון,775,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_775.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל בניהול אישי,1514,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1514.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל כללי,708,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_708.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל כספית,1422,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1422.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל כשר,2017,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_2017.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל מדדים כללי,989,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_989.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל מדדית,549,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_549.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל מניות,709,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_709.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל עד 10% מניות,707,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_707.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גמל שקלית,550,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_550.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות השתלמות אג""ח",1184,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1184.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות השתלמות אג""ח מדינה",1426,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1426.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות בניהול אישי,1515,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1515.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות כללי,1183,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1183.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות כספית,1425,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1425.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות כשר,2018,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_2018.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות מדדים כללי,1059,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1059.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות מניות,1185,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1185.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות השתלמות עד 10% מניות,1424,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1424.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות כנרת כללי,396,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_396.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות מסלולית לפיצויים,616,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_616.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות מרכזית להשתתפות בפנסיה תקציבית,1283,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1283.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות מרפא,872,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_872.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות עתיד גמל מרכזית להשתתפות בפנסיה תקציבית,1309,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1309.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות פיצויים אג""ח ללא מניות",1225,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1225.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות פיצויים בטא,1223,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1223.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות פיצויים כללי,237,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_237.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות קופה לתשלום דמי מחלה,635,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_635.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות קמה,1219,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1219.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות שיא השתלמות אג""ח",610,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_610.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות שיא השתלמות אג""ח מדינה",1429,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1429.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא השתלמות בטא,1260,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1260.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות שיא השתלמות חו""ל",2244,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_2244.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא השתלמות כללי,1218,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1218.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא השתלמות כספית,611,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_611.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא השתלמות מניות,612,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_612.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים כללי,150,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_150.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים כספית,839,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_839.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים מדדית ללא מניות,842,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_842.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים מניות,844,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_844.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים עד 10% מניות,845,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_845.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות שיא פיצויים שקלית ללא מניות,840,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_840.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
קבוצת הלמן אלדובי,הלמן אלדובי,1032,http://www.hag.co.il/Modules/Kupa/KupaFiles/53-Reshimat-Nechasim-Mekifa-Q1-2013.xls?r=19/07/2013%2017:50:17,http://www.hag.co.il/302/section.aspx,קרן פנסיה,,,
קבוצת הלמן אלדובי,הלמן אלדובי קרן פנסיה כללית *,1177,http://www.hag.co.il/Modules/Kupa/KupaFiles/36-Reshimat-Nechasim-Clalit-Q1-2013.xls?r=19/07/2013%2017:40:00,http://www.hag.co.il/PensionFunds/Clalit.aspx,קרן פנסיה,,,
"קרן ביטוח ופנסיה לפועלים חקלאים ובלתי מקצועיים בישראל אגודה שיתופית בע""מ",חקלאיים-פיצויים,503,,,גמל,,,
"קרן ביטוח ופנסיה לפועלים חקלאים ובלתי מקצועיים בישראל אגודה שיתופית בע""מ",חקלאים-אחרות,507,,,גמל,,,
"קרן ביטוח ופנסיה לפועלים חקלאים ובלתי מקצועיים בישראל אגודה שיתופית בע""מ",חקלאים-חופשה,308,,,גמל,,,
"קרן ביטוח ופנסיה לפועלים חקלאים ובלתי מקצועיים בישראל אגודה שיתופית בע""מ",חקלאים-פיצויים,309,,,גמל,,,
"קרן הביטוח והפנסיה של פועלי בנין ועבודות ציבוריות אגודה שיתופית בע""מ",בנין-אחרות,523,,,גמל,,,
"קרן הביטוח והפנסיה של פועלי בנין ועבודות ציבוריות אגודה שיתופית בע""מ",פועלי בניין-קרן השלמת פיצויי פיטורין,856,,,גמל,,,
"קרן מקפת מרכז לפנסיה ותגמולים אגודה שיתופית בע""מ",מקפת-אחרות,513,,,גמל,,,
"שי פנסו אחזקות בע""מ",יונט השתלמות בניהול אישי,2275,,,גמל,,,
"שי פנסו אחזקות בע""מ",יונט קופת גמל בניהול אישי,2273,,,גמל,,,
"שיבולת - חברה לניהול קופות גמל בע""מ",שיבולת - השתלמות,580,,,גמל,,,
"שיבולת - חברה לניהול קופות גמל בע""מ",שיבולת-תגמולים,372,,,גמל,,,
"תדיראן בע""מ",כור - תדיראן קופת גמל מרכזית לפיצויים,581,,,גמל,,,
"תדיראן בע""מ",כור-תדיראן קופת גמל אישית לתגמולים ולפיצויים,582,,,גמל,,,
,"אי.די.אי.-אג""ח 75***",,,,ביטוח מנהלים,,,
,"אי.די.אי.-אג""ח 80",,,,ביטוח מנהלים,,,
,"אי.די.אי.-אג""ח ממשלתי 50***",,,,ביטוח מנהלים,,,
,"אי.די.אי.-אג""ח ממשלתי 60***",,,,ביטוח מנהלים,,,
,אי.די.אי.-כללי,,,,ביטוח מנהלים,,,
,"איילון - יתרון אג""ח",,,,ביטוח מנהלים,,,
,איילון - יתרון כללי,,,,ביטוח מנהלים,,,
,איילון - יתרון מניות,,,,ביטוח מנהלים,,,
,איילון - יתרון שקלי,,,,ביטוח מנהלים,,,
,איילון-יתרון פתרונות פיננסיים-כללי,,,,ביטוח מנהלים,,,
,איילון-קרן ט',,,,ביטוח מנהלים,,,
,איילון-קרן י',,,,ביטוח מנהלים,,,
,איילון-קרן י' חדשה,,,,ביטוח מנהלים,,,
,"אליהו - אג""ח ממשלתי צמוד מדד",,,,ביטוח מנהלים,,,
,אליהו-כללי,,,,ביטוח מנהלים,,,
,"אליהו-מדד מניות-ת""א 25",,,,ביטוח מנהלים,,,
,אליהו-צמוד דולר,,,,ביטוח מנהלים,,,
,אליהו-קרן ט',,,,ביטוח מנהלים,,,
,אליהו-קרן י',,,,ביטוח מנהלים,,,
,אליהו-שקלי קצר,,,,ביטוח מנהלים,,,
,"גילעד גמלאות לעובדים דתיים בע""מ",,,,קרן פנסיה,,,
,"הכשרה-בסט אינווסט-אג""ח ממשלתיות",,,,ביטוח מנהלים,,,
,"הכשרה-בסט אינווסט-אלטשולר שחם-אג""ח ממשלתיות",,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-אלטשולר שחם-כללי,,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-אלטשולר שחם-מניות,,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-כללי,,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-מניות,,,,ביטוח מנהלים,,,
,"הכשרה-בסט אינווסט-פסגות אופק-אג""ח ממשלתיות",,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-פסגות אופק-כללי,,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-פסגות אופק-מניות,,,,ביטוח מנהלים,,,
,"הכשרה-בסט אינווסט-תמיר פישמן-אג""ח ממשלתיות",,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-תמיר פישמן-כללי,,,,ביטוח מנהלים,,,
,הכשרה-בסט אינווסט-תמיר פישמן-מניות,,,,ביטוח מנהלים,,,
,"הכשרה-מסלולית אג""ח ממשלתיות",,,,ביטוח מנהלים,,,
,הכשרה-מסלולית כללית,,,,ביטוח מנהלים,,,
,הכשרה-מסלולית מניות,,,,ביטוח מנהלים,,,
,הכשרת היישוב-קרן ט',,,,ביטוח מנהלים,,,
,הכשרת היישוב-קרן י',,,,ביטוח מנהלים,,,
