גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"הלמן אלדובי פיננסים בע""מ",הדס ארזים אפסילון תגמולים מסלול שקלי טווח קצר,1358,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%90%D7%A4%D7%A1%D7%99%D7%9C%D7%95%D7%9F%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%A9%D7%A7%D7%9C%D7%99%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=1288,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים גמל,725,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/30.4.13/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%20%D7%9B%D7%9C%D7%9C%D7%99%2030.4.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=893,גמל,,"נמצא תחת טבלה ""רששימת נכסים רבעונית",
"הלמן אלדובי פיננסים בע""מ","הדס ארזים השתלמות - אג""ח",736,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים השתלמות - כללי,132,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים השתלמות - מנייתי,738,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים השתלמות - שיקלי,737,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים השתלמות בניהול אישי,1489,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים להשתתפות בפנסיה תקציבית,1314,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%A4%D7%A0%D7%A1%D7%99%D7%94%20%D7%AA%D7%A7%D7%A6%D7%99%D7%91%D7%99%D7%AA%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=1226,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה 2020,1323,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9C%D7%A4%D7%A8%D7%99%D7%A9%D7%94%202020%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=871,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה 2025,1324,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9C%D7%A4%D7%A8%D7%99%D7%A9%D7%94%202025%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=872,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה 2030,1325,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9C%D7%A4%D7%A8%D7%99%D7%A9%D7%94%202030%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=873,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה 2035,1326,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9C%D7%A4%D7%A8%D7%99%D7%A9%D7%94%202035%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=874,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה כספית,1415,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9B%D7%A1%D7%A4%D7%99%D7%AA%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=870,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים לפרישה מסלול שריעה,2049,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9C%D7%A4%D7%A8%D7%99%D7%A9%D7%94%20%D7%A9%D7%A8%D7%99%D7%A2%D7%94%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=1240,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים מדדי,722,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%93%D7%93%D7%99%2028.03.2013.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=894,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים מחלה,1008,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%AA%D7%99%D7%A7%D7%95%D7%A0%D7%99%D7%9D%20%D7%A9%D7%9C%20%D7%94-31.3.13/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%97%D7%9C%D7%94%2028.03.13%20xls.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=869,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים מנייתי,724,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%AA%D7%99%D7%A7%D7%95%D7%A0%D7%99%D7%9D%20%D7%A9%D7%9C%20%D7%94-31.3.13/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%A0%D7%99%D7%95%D7%AA%2028.03.13%20xls.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=896,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים מסלול שריעה,2058,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%A9%D7%AA%D7%9C%D7%9E%D7%AA%20%D7%A9%D7%A8%D7%99%D7%A2%D7%94%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=1241,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים משתלמת מסלול זהב,1435,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%A9%D7%AA%D7%9C%D7%9E%D7%AA%20%D7%96%D7%94%D7%91%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=934,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים משתלמת מסלול כספית,1432,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%9E%D7%A9%D7%AA%D7%9C%D7%9E%D7%AA%20%D7%9B%D7%A1%D7%A4%D7%99%D7%AA%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=935,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים קופה מרכזית לפיצויים,262,http://www.hag.co.il/Modules/Kupa/KupaFiles/91-%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D-%20%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%2028.3.13.xls?r=19/07/2013%2015:48:04,http://www.hag.co.il/928/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים שקלי,723,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%A9%D7%A7%D7%9C%D7%99%2028.03.13%20xls.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=895,גמל,,,
"הלמן אלדובי פיננסים בע""מ",הדס ארזים תגמולים בניהול אישי,1488,,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=990,גמל,,,"לא נמצא דו""ח נכסים."
"הלמן אלדובי פיננסים בע""מ",הלמן-אלדובי השתלמות,145,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",הלמן-אלדובי יהבית השתלמות,411,,,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",יהבית,410,http://www.hag.co.il/Modules/Kupa/KupaFiles/18-reshimot-nehasin-Yahavit-Q1-2013.XLS?r=19/07/2013%2015:38:21,http://www.hag.co.il/90/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",יניב,681,http://www.hag.co.il/Modules/Kupa/KupaFiles/12-reshimot-nehasin-Yaniv-Q1-2013.XLS?r=19/07/2013%2015:43:03,http://www.hag.co.il/83/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",סנונית,682,http://www.hag.co.il/Modules/Kupa/KupaFiles/90-%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%20%D7%A8%D7%91%D7%A2%D7%95%D7%A0%D7%99%D7%AA%20%D7%A1%D7%A0%D7%95%D7%A0%D7%99%D7%AA%2028.3.13.xls?r=19/07/2013%2015:46:23,http://www.hag.co.il/925/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",עומרים קופה מרכזית לפיצויים,231,http://www.hag.co.il/Modules/Kupa/KupaFiles/33-reshimot-nehasin-Omarim-Q1-2013.XLS?r=19/07/2013%2017:38:21,http://www.hag.co.il/Gemel/Pizuyim/Omarim.aspx,גמל,,,"מוזגה ביום 30.06.13 לקופה מסלולית לפיצויים ""סנונית"""
"הלמן אלדובי פיננסים בע""מ",פקידי מרכנתיל,259,http://www.hadas-arazim.co.il/Editor/assets/Nehasin%20rivoni/%D7%AA%D7%99%D7%A7%D7%95%D7%A0%D7%99%D7%9D%20%D7%A9%D7%9C%20%D7%94-31.3.13/%D7%A8%D7%A9%D7%99%D7%9E%D7%95%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D-%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%2028.3.13.xls,http://www.hadas-arazim.co.il/hebrew/Article.aspx?Item=890,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תגב - כללי,107,http://www.hag.co.il/Modules/Kupa/KupaFiles/28-Reshimat-Nechasim-Klali-Q1-2013.xls?r=19/07/2013%2015:43:27,http://www.hag.co.il/110/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תגב - מדדי טווח בינוני,594,http://www.hag.co.il/Modules/Kupa/KupaFiles/29-Reshimat-Nechasim-Madadi-Q1-2013.xls?r=19/07/2013%2015:43:50,http://www.hag.co.il/117/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ","תגב - מט""ח דולרי",598,http://www.hag.co.il/Modules/Kupa/KupaFiles/32-Reshimat-Nechasim-Dolari-Q3-2011.xls?r=19/07/2013%2015:44:51,http://www.hag.co.il/122/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תגב - מנייתי,595,http://www.hag.co.il/Modules/Kupa/KupaFiles/31-Reshimat-Nechasim-Menayati-Q1-2013.xls?r=19/07/2013%2015:44:33,http://www.hag.co.il/120/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תגב - שקלי קצר,710,http://www.hag.co.il/Modules/Kupa/KupaFiles/34-Reshimat-Nechasim-Shikli-Q1-2013.xls?r=19/07/2013%2015:44:14,http://www.hag.co.il/129/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תגמולים,143,http://www.hag.co.il/Modules/Kupa/KupaFiles/6-Reshimat-Nechasim-Tagmulim-Q1-2013.XLS?r=19/07/2013%2015:42:23,http://www.hag.co.il/71/section.aspx,גמל,,,
"הלמן אלדובי פיננסים בע""מ",תלם השתלמות,1367,http://www.hag.co.il/Modules/Kupa/KupaFiles/22-reshimot-nehasin-Telem.Hishtalmut-Q1-2013.XLS?r=20/07/2013%2016:47:50,http://www.hag.co.il/Hishtalmut/Maslul_Telem_Hishtalmut.aspx,קרן השתלמות,,,
"הלמן אלדובי פיננסים בע""מ",תלם חריש,517,http://www.hag.co.il/Modules/Kupa/KupaFiles/15-reshimot-nehasin-TelemHarish-Q1-2013.XLS?r=19/07/2013%2015:41:53,http://www.hag.co.il/87/section.aspx,גמל,,,
הסוכנות היהודית לארץ ישראל,סוכנות-תגמולים,505,http://kupa.gemeljazo.org.il/GemelWeb/TifseyKupa/10_%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%D7%A0%D7%9B%D7%A1%D7%99%D7%9D%D7%A7%D7%A8%D7%9F%D7%AA%D7%92%D7%9E-31-03-2013.xls,http://kupa.gemeljazo.org.il/GemelWeb/Templates/DownloadForms.aspx?menuItem=271,גמל,,,
הסתדרות המורים בישראל,"גל מסלול אג""ח ללא מניות",1444,http://galgemel.com/spaw/uploads/files/201301-propertylist-agah.xls,http://www.galgemel.com/propertylist.php,גמל,,,
הסתדרות המורים בישראל,גל מסלול כללי,637,http://galgemel.com/spaw/uploads/files/201301-propertylist-general.xls,http://www.galgemel.com/propertylist.php,גמל,,,
הסתדרות המורים בישראל,גל מסלול מניות,1222,לא פורסם,http://www.galgemel.com/propertylist.php,גמל,,,
הסתדרות המורים בישראל,"הגומל מסלול אג""ח ממשלתי ללא מניות",1453,http://www.hagomelgemel.co.il/spaw/uploads/files/201301-propertylist-agah.xls,http://www.hagomelgemel.co.il/propertylist.php,גמל,,,
הסתדרות המורים בישראל,הגומל מסלול כללי,115,http://www.hagomelgemel.co.il/spaw/uploads/files/201301-propertylist-general.xls,http://www.hagomelgemel.co.il/propertylist.php,גמל,,,
הסתדרות המורים בישראל,כלנית,1479,http://galgemel.com/spaw/uploads/files/201301-propertylist-kalanit.xls,http://www.galgemel.com/propertylist.php,גמל,,,
הסתדרות המורים בישראל,"מורים וגננות - מסלול אג""ח",2036,http://www.kranoth.org.il/STORAGE/KMORIM/files/9/6629.xls,http://www.kranoth.org.il/kmorim/site/kmorim.asp?pi=1661&doc_id=5416,גמל,,,
הסתדרות המורים בישראל,"מורים וגננות - מסלול אג""ח",2040,,,גמל,,,
הסתדרות המורים בישראל,מורים וגננות - מסלול כללי,284,,,גמל,,,
הסתדרות המורים בישראל,מורים וגננות - מסלול כללי,484,http://www.kranoth.org.il/STORAGE/KMORIM/files/1/6521.xls,http://www.kranoth.org.il/kmorim/site/kmorim.asp?pi=1661&doc_id=5416,גמל,,,
הסתדרות המורים בישראל,מורים וגננות - מסלול כשר,2035,http://www.kranoth.org.il/STORAGE/KMORIM/files/2/6522.xls,http://www.kranoth.org.il/kmorim/site/kmorim.asp?pi=1661&doc_id=5416,גמל,,,
הסתדרות המורים בישראל,מורים וגננות - מסלול כשר,2039,http://www.kranoth.org.il/STORAGE/KMORIM/files/0/6530.xls,,גמל,,,
הסתדרות המורים בישראל,"מורים תיכוניים - מסלול אג""ח",2038,http://www.kranoth.org.il/STORAGE/KMORIM/files/1/6531.xls,http://www.kranoth.org.il/kmorim/site/kmorim.asp?pi=1659&doc_id=5413,גמל,,,
הסתדרות המורים בישראל,"מורים תיכוניים - מסלול אג""ח",2042,,,גמל,,,
הסתדרות המורים בישראל,מורים תיכוניים - מסלול כללי,285,,,גמל,,,
הסתדרות המורים בישראל,מורים תיכוניים - מסלול כללי,485,http://www.kranoth.org.il/STORAGE/KMORIM/files/9/6529.xls,http://www.kranoth.org.il/kmorim/site/kmorim.asp?pi=1659&doc_id=5413,גמל,,,
הסתדרות המורים בישראל,מורים תיכוניים - מסלול כשר,2037,,,גמל,,,
הסתדרות המורים בישראל,מורים תיכוניים - מסלול כשר,2041,,,גמל,,,
"הפניקס הישראלי חברה לביטוח בע""מ",הפניקס פנסיה כללית *,671,http://www.fnx.co.il/sites/docs/genery/pensiarheshimatnehasim/reshimat_nechasim_clalit_q1_2013.xls,http://www.fnx.co.il/pension-savings/pension/phoenix-general-pension/quarterly-assets-list.aspx,קרן פנסיה,,,
"הפניקס הישראלי חברה לביטוח בע""מ",הפניקס פנסיה מקיפה,209,http://www.fnx.co.il/sites/docs/genery/pensiarheshimatnehasim/reshimat_nechasim_mekifa__q1_2013.xls,http://www.fnx.co.il/pension-savings/pension/phoenix-all-embracing-pension/quarterly-assets-list.aspx,קרן פנסיה,,,
"הפניקס חברה לביטוח בע""מ",הפניקס גמל בניהול אישי,2023,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס השתלמות -שיטת הפניקס,1483,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס השתלמות בניהול אישי,2024,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס השתלמות מסלול ללא מניות,1354,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/hisgtalmut_lelu_menayut_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס השתלמות-כללי,964,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/hishtalmut_clali_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס השתלמות-מנייתי,968,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/hishtalmut_menayati_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס מרכזית,954,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/pizuyim_mercazit_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס תגמולים ופיצויים - עמית כללי,521,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/amit_gemel_vepizuyim_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס תגמולים ופיצויים מסלול ללא מניות,1355,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/pizuyim_tagmulim_lelu_menayut_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס תגמולים ופיצויים- שיטת הפניקס,1482,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס תגמולים ופיצויים-כללי,957,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/pizuyim_vetagmulim_clali_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הפניקס תגמולים ופיצויים-מנייתי,961,http://www.fnx.co.il/sites/docs/genery/GemelHitpalgutHashkaot/pizuyim_tagmulim_menayati_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/list-of-assets.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","הש שיטת הפניקס סל עוקב מדד אג""ל ל""צ ריבית קבועה",1510,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%90%D7%92%D7%97%20%D7%9C.%D7%A6%20%D7%A8.%D7%A7%D7%91%D7%95%D7%A2%D7%94%20_q1_20132584-1510.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",הש שיטת הפניקס סל עוקב מדד msci שווקים מתעוררים,1513,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%E2%80%8F%E2%80%8F%D7%A2%D7%95%D7%AA%D7%A7%20%D7%A9%D7%9C%20%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20E.M%20MSCI%20%D7%A7.2590-1513.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס אג""ח ממשלתי בריבית קבועה 2-5 ש",2248,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס אגח ממשלתי שקלי ריבית קבועה +5,2125,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A8.%D7%A7%D7%91%D7%95%D7%A6%D7%A2%D7%94%205+%20_q1_20132586-2125.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס סל עוקב ליבור דולר ארה""ב לחודש",2131,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%9C%D7%99%D7%91%D7%95%D7%A8_%D7%93%D7%95%D7%9C%D7%A8_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס סל עוקב מדד ד""ג יורו 50",1511,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20STOXX%20EURO%2050%20%D7%A7.2589-1511.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד ממשלתי צמוד 0-2,1505,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.0-2%20_q1_20132581-1505.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד ממשלתי צמוד 2-5,1506,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.2-5%20_q1_20132582-1506.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד ממשלתי צמוד 5-10,2124,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.5-10%20_q1_20132585-2124.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס סל עוקב מדד מק""מ",1509,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%A7%D7%9E%20_q1_20132583-1509.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס סל עוקב מדד ת""א 100",1503,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%90%20100%20_q1_20132579-1503.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","השתלמות שיטת הפניקס סל עוקב מדד ת""א 25",2126,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%90%2025%20_q1_20132595-2126.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד תל בונד 20,1504,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%9C%20%D7%91%D7%95%D7%A0%D7%93%2020%20_q1_20132580-1504.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
