managing_body,fund,report_year,report_qurater,instrument_type,instrument_sub_type,instrument_symbol,instrument_id,underlying_asset,industry,rating,rating_agency,date_of_purchase,average_of_duration,currency,intrest_rate,yield,par_value,rate,market_cap,fair_value,rate_of_ipo,rate_of_fund,date_of_revaluation,type_of_asset,tmp_name
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 10- לאומי,,,0,לא מדורג,,,NIS,0,0,,,15196.17209,,,4.89952859385333,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,גליל  5472- גליל,9547233,,,RF,פנימי,,2.2,NIS,5,-0.15,2459999.66,151.34,3722.963485444,,0.0183103058379739,1.20036174609971,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",מזרחי טפ הנפקות 33- מזרחי טפחות חברה להנפקות בע"מ,2310092,,בנקים,AA+,מעלות,,3.14,NIS,2.6,0.73,786029,111.29,874.7716741,,0.0339278106708092,0.282044789927885,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,הראל סל ג תל בונד 20- הראל סל בע"מ,1113240,,,,,,,NIS,,,1470000,291.6,4286.52,,0.602944755112983,1.38206422169023,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,*MTF קרן תל בונד 20- ומגדל קרנות נאמנות MTF,5112388,,מוצרי אגח,0,לא מדורג,,,NIS,,,1350000,119.39,1611.765,,0.254076109142153,0.519666942011831,,,
Migdal,199,2012,4,ניירות ערך סחירים,כתבי אופציה,כלכלית ים אפ 21- כלכלית ירושלים בע"מ,1980325,,נדל"ן ובינוי,,,,,NIS,,,2500,20,0.5,,0.423686444914831,0.000161210518286422,,,
Migdal,199,2012,4,ניירות ערך סחירים,מוצרים מובנים,גלובל פינ8 אגח ג- גלובל פיננס ג'י.אר 8 בע"מ,1103308,אשראי,,Ba3,מידרוג,2007-04-25T00:00:00.000Z,1.15,NIS,4.5354,5.02,0.12,118.95,0.00014274,,1.75134068047992e-07,4.60223787604079e-08,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,תעודות חוב מסחריות,בריטיש ישראל נע"מ- בריטיש-ישראל השקעות בע"מ,29991750,,נדל"ן ובינוי,AA-,מעלות,2011-12-13T00:00:00.000Z,0.95,NIS,2.95,1.75,402197,100.157916666667,,402.832136095833,0,0.129881554884872,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",מקורות אגח א לס- מקורות חברת מים בע"מ,1087758,,שרותים,AAA,מעלות,2003-04-13T00:00:00.000Z,0.28,NIS,6.17,0.42,635339.12,127.08,,807.388953696,0.145608631124336,0.260319183368129,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,מניות,קבוצת דפי זהב מניה לס msh- קבוצת דפי זהב בע"מ,29991623,,שרותים,,,,,NIS,,,4192,4933.3,206.803936,,0.139733333333333,0.0666779394124643,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,כתבי אופציה,צים - אגח א רמ ms אופציה- צים שירותי ספנות משולבים בע"מ,29991857,,שרותים,,,2012-09-27T00:00:00.000Z,,USD,,,32292.76446,4,,1.2917105784,0,0.000416474663639837,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,מוצרים מובנים,גלובל 8 א חוב שלא שולם ms- גלובל פיננס ג'י.אר 8 בע"מ,1116003,אשראי,,B1,מידרוג,2010-06-29T00:00:00.000Z,0.01,NIS,2.02231,0.01,22461.07,67.725,15.2117596575,,0.0673728278472287,0.00490459131686813,,,
Migdal,199,2012,4,הלוואות,,הלוואות לחברים מגדל אגח"י2173,101-29991197,,,AA+,פנימי,,0.08,NIS,0,5,136848,133.85,,183.171048,,0.0590581991662943,,,
Migdal,199,2012,4,פקדונות,,*פקדון בבנק לאומי למשכנתאות- בנק לאומי למשכנתאות בע"מ,77-15000208,,,AA+,מעלות,,0.06,NIS,5,0.32,23496.2,145.06,,34.08358772,,0.0109892656828039,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 1. נכסים המוצגים לפי שווי הוגן:,,,,,,,,,,,,,,,,,,,
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 11- בנק דיסקונט,,,0,לא מדורג,,,NIS,0,0,,,2116.59324,,,0.682434186443876,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,גליל  5904- גליל,9590431,,,RF,פנימי,,9.65,NIS,4,1.43,900000,156.54,1408.86,,0.00933093659587112,0.454246101586018,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,מבט מדדים כד תל בונד 20- מבט מדדים בע"מ,1101443,,,,,,,NIS,,,1738150,291.86,5072.96459,,0.0869075,1.63563050160514,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",מזרחי טפחות הנפקות אגח 29- מזרחי טפחות חברה להנפקות בע"מ,2310050,,בנקים,AA+,מעלות,,1.93,NIS,4.2,0.5,925000,132.36,1224.33,,0.109914919910642,0.394749747707231,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,*MTF תל בונד 60 קרן- ומגדל קרנות נאמנות MTF,5112420,,מוצרי אגח,0,לא מדורג,,,NIS,,,7000000,119.97,8397.9,,3.82374568796199,2.70765962303509,,,
Migdal,199,2012,4,ניירות ערך סחירים,מוצרים מובנים,גלובל פינ8 אגח א ms- גלובל פיננס ג'י.אר 8 בע"מ,1103282,אשראי,,B1,מידרוג,2012-11-19T00:00:00.000Z,1.16,NIS,3.95,4.89,176544.47,118.05,208.410746835,,0.086525542150105,0.0671960090274615,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",פלאפון א- פלאפון תקשורת בע"מ,1090778,,מסחר,AA+,מעלות,2004-12-27T00:00:00.000Z,0.73,NIS,5.2,0.78,223964.98,128.29,,287.324672842,0.719566200803213,0.0926395188506712,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,מוצרים מובנים,RBS 0% 22.8.2016- RBS,XS0198846783,אשראי,,,לא מדורג,2012-04-04T00:00:00.000Z,5.46,USD,0,0.01,2090480,2.409002,50.3597050096,,0,0.0162370282906979,,,
Migdal,199,2012,4,הלוואות,,משאב הלוואה 2 17/05/10,124-29991564,,,AA-,מעלות,,2.32,NIS,5.67,3.28,892867.06,106.34,,949.474831604,,0.306130659405589,,,
Migdal,199,2012,4,פקדונות,,פקדון בבנק  מזרחי (לצורך מכירה- בנק מזרחי טפחות בע"מ,20-16000398,,,AA+,מעלות,,1.53,NIS,6.3,-0.15,628755.08,147.11,,924.961598188,,0.29822707727785,,,
Migdal,199,2012,4,סכום נכסי הקרן,,א. מזומנים ושווי מזומנים,,,,,,,,,,,,,,31871.16783162,,10.2758574452628,,,
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 13- בנק איגוד,,,0,לא מדורג,,,NIS,0,0,,,0.0306,,,9.86608371912905e-06,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,גליל 5903- גליל,9590332,,,RF,פנימי,,7.47,NIS,4,1.02,1800000,161.59,2908.62,,0.0119203663896793,0.937800275396508,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,פסגות סל בונד 40- פסגות תעודות סל מדדים בע"מ,1109412,,,,,,,NIS,,,37000,2764,1022.68,,0.0983981630073542,0.329733545682317,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פועלים הנפ 25- הפועלים הנפקות בע"מ,1940360,,בנקים,AA+,מעלות,,2.26,NIS,4.35,0.51,950000,135.51,1287.345,,0.0633333333333333,0.415067109326869,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,*MTF תלבונד 40 קרן נאמנות- ומגדל קרנות נאמנות MTF,5112404,,מוצרי אגח,0,לא מדורג,,,NIS,,,800000,120.64,965.12,,0.876800931302877,0.311174990817184,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",פלאפון ב- פלאפון תקשורת בע"מ,1092394,,מסחר,AA+,מעלות,2005-03-01T00:00:00.000Z,1.14,NIS,4.4,0.52,249999.96,129.4,,323.49994824,0.199999968,0.104303188642802,,,
Migdal,199,2012,4,הלוואות,,ערבה גרופית סאן משיכה 1,99001,,,AA-,פנימי,,8.21,NIS,5.35,5.24,49850,101.49,,50.592765,,0.0163121717343863,,,
Migdal,199,2012,4,פקדונות,,פקדון בבנק טפחות- טפחות בנק משכנתאות לישראל בע"מ,20-13000209,,,AA+,מעלות,,0.01,NIS,4.85,-0.47,23272.48,144.57,,33.645024336,,0.0108478636219317,,,
Migdal,199,2012,4,סכום נכסי הקרן,,ב. ניירות ערך סחירים:,,,,,,,,,,,,,,,,,,,
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 17- מרכנתיל דיסקונט,,,0,לא מדורג,,,NIS,0,0,,,0,,,0,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשל צמודה 613- גליל,1119338,,,RF,פנימי,,0.49,NIS,0.5,-0.08,2600000,106.98,2781.48,,0.0256999962339621,0.896807664806637,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,קסם סמ סג בונד 40- קסם תעודות סל ומוצרי מדדים בע"מ,1109230,,,,,,,NIS,,,182500,2770.11,5055.45075,,0.37949677687669,1.62998367115797,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",שטראוס אגח ב- שטראוס גרופ בע"מ,7460140,,מזון,Aa1,מידרוג,,2.92,NIS,4.1,0.69,580000,133.17,772.386,,0.0779934853762901,0.249033494754353,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,Pictet fund lux- Pictet Funds Lux,LU0255798018,,Debt,BBB,פנימי,,,USD,,,1390.05721,20991,291.7869089511,,0.000792789581207312,0.0940782376424,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",מקבץ דיור אביבים הנפקות אגח AA- אביבים הנפקות בע"מ,1098573,,נדל"ן ובינוי,Aa2,מידרוג,2012-02-22T00:00:00.000Z,2.99,NIS,5.55,2.02,777924.03,130.52,,1015.346443956,3.00388500499512,0.327369052940846,,,
Migdal,199,2012,4,הלוואות,,ערבה יטבתה סאן משיכה 1,99000,,,AA-,פנימי,,8.21,NIS,5.35,5.24,52966,101.49,,53.7551934,,0.0173318051772018,,,
Migdal,199,2012,4,פקדונות,,פקדון באוצר השלטון- בנק דקסיה ישראל,68-11600401,,,AA-,מעלות,,0.53,NIS,6.1,2.46,50000,128.13,,64.065,,0.0206559037080393,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 1. תעודות התחייבות ממשלתיות,,,,,,,,,,,,,,142352.370345844,,45.8973988055085,,,
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 20- בנק מזרחי,,,0,לא מדורג,,,NIS,0,0,,,0,,,0,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשלתי צמודה 0418- גליל,1108927,,,RF,פנימי,,4.89,NIS,3.5,0.33,5250000,137.5,7218.75,,0.0294425416461948,2.32747685776022,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,קסםסם פח בונדשקלי- קסם תעודות סל ומוצרי מדדים בע"מ,1116334,,,,,,,NIS,,,36000,2948.85,1061.586,,0.156781573914542,0.34227765853122,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",*לאומי למימון כתבי הת יב- לאומי חברה למימון בע"מ,7410228,,בנקים,AA,מעלות,,4.46,NIS,2.6,1.11,800000,113.18,905.44,,0.0244527923560571,0.291932903354517,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,HY BOND NBIUSHY ID,IE00B12VW565,,Debt,0,לא מדורג,,,USD,,,86176.305,1860,1602.879273,,0.00703528723317808,0.516801996701788,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",עזריאלי קבוצה אגח א רמ- קבוצת עזריאלי בע"מ (לשעבר קנית מימון,1103159,,נדל"ן ובינוי,AA,מעלות,2007-03-25T00:00:00.000Z,3.34,NIS,4.8,1.44,1235294.02,133.17,,1645.041046434,0.222575499099099,0.530395839396128,,,
Migdal,199,2012,4,הלוואות,,אלדן תחבורה  4.1% 07/2014,29991715,,,A-,פנימי,,0.81,NIS,4.1,3.74,104506.43,101.84,,106.429348312,,0.0343150608045274,,,
Migdal,199,2012,4,פקדונות,,פקדון בבנק דסקונט למשכנתאות- בנק דיסקונט לישראל בע"מ,90-25000212,,,AA-,מעלות,,0.1,NIS,5.15,0.72,9488.29,145.04,,13.761815816,,0.00443709892051929,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 2. תעודות חוב מסחריות,,,,,,,,,,,,,,5e-05,,1.61210518286422e-08,,,
Migdal,199,2012,4,מזומנים,,עו'ש,1111111111- 31- בנק הבינלאומי,,,0,לא מדורג,,,NIS,0,0,,,0,,,0,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשלתי צמודה 0614- גליל,1113646,,,RF,פנימי,,1.48,NIS,1.5,-0.23,3800000,115,4370,,0.0238880460320133,1.40897992982333,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,תכלית גל מה בונד שקל- תכלית גלובל בע"מ,1116250,,,,,,,NIS,,,91500,2947.74,2697.1821,,0.430661640304056,0.869628248507723,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",*לאומי מימון הת אגח ג- לאומי חברה למימון בע"מ,7410061,,בנקים,AA,מעלות,,3.25,NIS,4.9,0.91,554401,149.96,831.3797396,,0.10783934611816,0.268054317427494,,,
Migdal,199,2012,4,ניירות ערך סחירים,קרנות נאמנות,Muzin Americayield accum- Muzinich Funds,IE0004347849,,Diversified Financials,0,לא מדורג,,,USD,,,7014.307,22570,1583.1290899,,0.0180553996007203,0.510434122194183,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",קנית השלום השקעות אגח 4.95%- קנית השלום השקעות בע"מ,1093533,,נדל"ן ובינוי,Aa2,מידרוג,2006-03-23T00:00:00.000Z,2.07,NIS,4.95,1.13,923019.95,131.14,,1210.44836243,0.260354941977629,0.390274015732583,,,
Migdal,199,2012,4,פקדונות,,פקדון בבנק דסקונט למשכנתאות- בנק דיסקונט לישראל בע"מ,90-25000218,,,AA-,מעלות,,0.28,NIS,5.7,0.83,21945.52,143.95,,31.59057604,,0.0101854662727501,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 3. אג''ח קונצרני,,,,,,,,,,,,,,64458.1902878702,,20.7826765346732,,,
Migdal,199,2012,4,מזומנים,,*דולר- בנק לאומי לישראל בע"מ,20001- 10- לאומי,,,AA+,מעלות,,,USD,0,0,,,8492.06410162,,,2.73802011028737,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשלתי צמודה 922- גליל,1124056,,,RF,פנימי,,8.71,NIS,2.75,1.23,3000000,116.7,3501,,0.0207616795866599,1.12879604904153,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,תכלית מר יד בונד 40- תכלית מורכבות בע"מ,1109354,,,,,,,NIS,,,149340,2791.47,4168.781298,,0.0997262103505843,1.34410278734665,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",*לאומי מימון הת ז- לאומי חברה למימון בע"מ,7410152,,בנקים,AA,מעלות,,2.11,NIS,4.1,0.71,618905,131.86,816.088133,,0.0309452575815881,0.263123981776658,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",אילת אגח א לס- החברה למימון אילת  בע"מ,1099449,,שרותים,Aa3,מידרוג,2006-09-13T00:00:00.000Z,4.17,NIS,5.7,3.23,1395216.9,130.81,,1825.08322689,2.05425224474988,0.588445225845587,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 4. מניות,,,,,,,,,,,,,,6e-05,,1.93452621943707e-08,,,
Migdal,199,2012,4,מזומנים,,*יורו- בנק לאומי לישראל בע"מ,20003- 13- בנק איגוד,,,AA+,מעלות,,,EUR,0,0,,,63.9678,,,0.0206245643832844,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשלתית צמודה 517- גליל,1125905,,,RF,פנימי,,4.32,NIS,1,0.16,500000,105.77,528.85,,0.00521943768701245,0.170512365191549,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,Ishares Barclays 20+ year bond- Ishares Barclays 20+ year treasury Bond fund,us4642874329,,,,,,,USD,,,1187.094,12118,143.85205092,,0.00111578947368421,0.0463809273707561,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",*לאומי מימון הת ח- לאומי חברה למימון בע"מ,7410160,,בנקים,AA,מעלות,,3.63,NIS,4.4,0.98,609802,131.69,803.0482538,,0.0316108631530929,0.258919650408209,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",חשמל צמוד 2022 רמ- חברת החשמל לישראל בע"מ,6000129,,שרותים,Aa3,מידרוג,2011-01-18T00:00:00.000Z,6.88,NIS,6,4.72,1500000,116.33,,1744.95,0.0405323378032003,0.562608587767786,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 5. תעודות סל,,,,,,,,,,,,,,31884.770052904,,10.2803206113441,,,
Migdal,199,2012,4,מזומנים,,פ.ח.ק.,1111111110- 10- לאומי,,,0,לא מדורג,,,NIS,0,0,,,1000.33,,,0.322525002300714,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,מ.ק.מ 413- בנק ישראל- מק"מ,8130411,,,RF,פנימי,,0.25,NIS,0,1.68,4500000,99.58,4481.1,,0.05,1.44480090698658,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,Ishares iboxx bond- Ishares iboxx bond,US4642872422,,,,,,,USD,,,16798.5,12099,2032.450515,,0.00356294536817102,0.655304801829312,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",בזק אגח 5- בזק החברה הישראלית לתקשורת בע"מ,2300069,,תקשורת ומדיה,Aa2,מידרוג,,1.85,NIS,5.3,0.57,504427.44,136.31,687.585043464,,0.0316988466715492,0.221691882445648,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",כלל ביטוח אג"ח 1 ל- כלל החזקות עסקי ביטוח בע"מ,1119247,,ביטוח,AA-,מעלות,2010-05-27T00:00:00.000Z,2.38,NIS,7,1.56,1355400,144.6,,1959.9084,1.11359155583094,0.631915697915826,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 6. תעודות השתתפות בקרנות נאמנות,,,,,,,,,,,,,,14452.5802718511,,4.65981591240248,,,
Migdal,199,2012,4,מזומנים,,פ.ח.ק.,1111111110- 11- בנק דיסקונט,,,0,לא מדורג,,,NIS,0,0,,,5002.01,,,1.61274108220107,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,מ.ק.מ 813- בנק ישראל- מק"מ,8130817,,,RF,פנימי,,0.6,NIS,0,1.77,2800000,98.96,2770.88,,0.028,0.893390001818965,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,Ishares iboxx h/y corp- ISHARES IBOXX H/Y CORP BOND,US4642885135,,,,,,,USD,,,46662.5,9335,4355.944375,,0.0264270613107822,1.40444810064115,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",בינלאומי הנפקות כ נדחה- הבינלאומי הראשון הנפקות בע"מ,1121953,,בנקים,Aa2,מידרוג,,5.51,NIS,3.1,1.57,1100000,116.11,1277.21,,0.127894038626325,0.411799372121203,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",מנורה שטר התחיבות נדחה- מנורה חברה לביטוח בע"מ,1090299,,ביטוח,Aa3,מידרוג,2006-04-09T00:00:00.000Z,1.3,NIS,5.45,1.44,78010.99,133.85,,104.417710115,0.054129029826854,0.0336664663318411,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 7. כתבי אופציה,,,,,,,,,,,,,,0.50001,,0.000161213742496788,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,מ.ק.מ. 313- בנק ישראל- מק"מ,8130312,,,RF,פנימי,,0.18,NIS,0,1.67,2500000,99.71,2492.75,,0.0227272727272727,0.803715038916959,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,Ishares jp morgan bond- ISHARES JP MORGAN EM,US4642882819,,,,,,,USD,,,13894.226,12279,1706.07201054,,0,0.550073506106224,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",הראל הנפקות אגח א- הראל ביטוח מימון והנפקות בע"מ,1099738,,ביטוח,AA,מעלות,,4.67,NIS,4.65,1.27,555545.57,137.58,764.319595206,,0.104461536957265,0.246432716159256,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",שטר הון בבנק הבינלאומי- הבנק הבינלאומי הראשון לישראל בע"מ,75000670,,בנקים,AA-,מעלות,2003-01-19T00:00:00.000Z,0.05,NIS,6.9,0.17,400000,128.81,,515.24,0,0.166124214883793,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 8. אופציות,,,,,,,,,,,,,,9e-05,,2.9017893291556e-08,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשל שקלית 0115- שחר,1114297,,,RF,פנימי,,1.96,NIS,4.5,1.83,5246168,109.53,5746.1278104,,0.0393686036510021,1.85267248490922,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות סל,Wisdomtree emerg bond- Wisdomtree emg,US97717X7848,,,,,,,USD,,,3479.156,8084.9,281.286283444,,0.0847272727272727,0.0906926150817376,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",מזרחי טפחות הנפק הת 31- מזרחי טפחות חברה להנפקות בע"מ,2310076,,בנקים,AA,מעלות,,6.17,NIS,3,1.47,1100000,115.76,1273.36,,0.229166666666667,0.410558051130398,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",החברה לישראל אג"ח 5 - מ- החברה לישראל בע"מ,5760129,,השקעה ואחזקות,A+,מעלות,2006-11-23T00:00:00.000Z,0.86,NIS,5,1.44,143721.25,122.84,,176.5471835,0.0884438461538462,0.0569225259080863,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 9. חוזים עתידיים,,,,,,,,,,,,,,2e-05,,6.4484207314569e-09,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשל שקלית 0118- שחר,1126218,,,RF,פנימי,,4.6,NIS,4,2.65,2000000,108.95,2179,,0.0248170148431807,0.702555438692229,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",מזרחי טפחות הנפקות הת 30- מזרחי טפחות חברה להנפקות בע"מ,2310068,,בנקים,AA,מעלות,,4.07,NIS,3.9,0.97,626349,136,851.83464,,0.0431624261160556,0.274649407617456,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",שטר הון (פקדון נדחה) דיסקונט- בנק דיסקונט לישראל בע"מ,20000394,,בנקים,A+,מעלות,2002-06-26T00:00:00.000Z,2.34,NIS,6.7,1.97,1250000,140.33,,1754.125,0,0.565566800778342,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 10. מוצרים מובנים,,,,,,,,,,,,,,208.410999575,,0.0671960905161542,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשל שקלית 2.5% 5.2016- שחר,1127166,,,RF,פנימי,,3.3,NIS,2.5,2.17,5000000,101.46,5073,,0.26397914775916,1.63564191853404,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",נצבא אגח ד- נצבא החזקות 1995 בע"מ,1116169,,נדל"ן ובינוי,AA,מעלות,,1.59,NIS,3.19,0.83,532500,112.04,596.613,,0.179383073817398,0.192360581892835,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",אימאג'סאט 1בטוחות -צ.מדד- אימאג'סט ישראל בטוחות בע"מ,1096726,,שרותים,A2,מידרוג,2006-03-08T00:00:00.000Z,0.81,NIS,6.2,3.01,88895.08,122.01,,108.460887108,0.370570921737176,0.0349700716489717,,,
Migdal,199,2012,4,סכום נכסי הקרן,,ג. ניירות ערך לא סחירים:,,,,,,,,,,,,,,,,,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשל שקלית 323- שחר,1126747,,,RF,פנימי,,8.41,NIS,4.25,3.85,2200000,105.04,2310.88,,0.0406174367332651,0.745076324995456,,,
Migdal,199,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",פועלים הנפ הת ח- הפועלים הנפקות בע"מ,1940303,,בנקים,AA,מעלות,,1.93,NIS,4.5,0.67,591483,136.81,809.2078923,,0.0664139905681563,0.260905647438293,,,
Migdal,199,2012,4,ניירות ערך לא סחירים,"אג""ח קונצרני",אלון חברת הדלק אגח סד' א- אלון חברת הדלק לישראל בע"מ,1101567,,השקעה ואחזקות,A-,מעלות,2007-01-30T00:00:00.000Z,5.34,NIS,5.35,6.19,4500000,116.81,,5256.45,0.250075161479089,1.69479005769333,,,
Migdal,199,2012,4,סכום נכסי הקרן,,סעיף 1. תעודות התחייבות ממשלתיות,,,,,,,,,,,,,,7e-05,,2.25694725600991e-08,,,
Migdal,199,2012,4,ניירות ערך סחירים,תעודות התחייבות ממשלתיות,ממשלתי שיקלית 0219- שחר,1110907,,,RF,פנימי,,5.18,NIS,6,2.91,8300000,122.24,10145.92,,0.0460387356609446,3.27125804338516,,,
